epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,28375,0.5758,0.81693,1.11738,0.63691,0.52205,0.57337,0.44538,0.72291,1.19444,1.12253,0.0011395,0.0011395,0.0011395
181,28520.6,0.57357,0.82077,1.11286,0.63641,0.52393,0.57438,0.44639,0.72253,1.1947,1.12239,0.00109,0.00109,0.00109
182,28661.5,0.56528,0.79674,1.10681,0.63198,0.52421,0.57449,0.44714,0.72144,1.19449,1.12137,0.0010405,0.0010405,0.0010405
183,28806,0.55453,0.78712,1.10071,0.6328,0.52218,0.57518,0.44808,0.7206,1.19422,1.12122,0.000991,0.000991,0.000991
184,28949.3,0.55709,0.7817,1.09744,0.63094,0.52445,0.57668,0.45108,0.72015,1.1937,1.12099,0.0009415,0.0009415,0.0009415
185,29090.3,0.5552,0.77616,1.09768,0.63097,0.52407,0.5749,0.45101,0.72004,1.19321,1.12097,0.000892,0.000892,0.000892
186,29236,0.55064,0.76199,1.09441,0.63231,0.52365,0.56976,0.44868,0.72009,1.19312,1.12139,0.0008425,0.0008425,0.0008425
187,29376.1,0.55006,0.75941,1.09734,0.57706,0.57566,0.57228,0.44964,0.7195,1.19341,1.12097,0.000793,0.000793,0.000793
188,29518.3,0.54032,0.75051,1.09056,0.57947,0.57575,0.57266,0.45383,0.71815,1.19214,1.12011,0.0007435,0.0007435,0.0007435
189,29662.3,0.53729,0.75143,1.08443,0.69134,0.48214,0.57275,0.45161,0.71694,1.19127,1.11872,0.000694,0.000694,0.000694
190,29803,0.53265,0.72788,1.08672,0.5897,0.5798,0.57806,0.45288,0.71553,1.19073,1.11775,0.0006445,0.0006445,0.0006445
191,29948.7,0.53675,0.73467,1.08759,0.59127,0.579,0.58526,0.45571,0.71439,1.18909,1.11702,0.000595,0.000595,0.000595
192,30089.9,0.52534,0.72249,1.07542,0.59439,0.57748,0.58483,0.45637,0.7146,1.18911,1.11669,0.0005455,0.0005455,0.0005455
193,30233,0.52155,0.71481,1.07559,0.60304,0.57678,0.58825,0.45965,0.71446,1.18819,1.11637,0.000496,0.000496,0.000496
194,30376.7,0.52354,0.71518,1.07967,0.60397,0.57269,0.58937,0.46041,0.71367,1.18566,1.1149,0.0004465,0.0004465,0.0004465
195,30517.3,0.5189,0.7058,1.07438,0.60598,0.56622,0.58956,0.46249,0.71211,1.18404,1.11416,0.000397,0.000397,0.000397
196,30664.6,0.51398,0.69326,1.06953,0.6093,0.56637,0.59068,0.46284,0.71132,1.18152,1.11316,0.0003475,0.0003475,0.0003475
197,30805.3,0.51097,0.69334,1.06814,0.61519,0.57158,0.59592,0.46766,0.71054,1.17988,1.11222,0.000298,0.000298,0.000298
198,30947.7,0.51305,0.68551,1.06491,0.62202,0.56626,0.60001,0.47156,0.71025,1.17784,1.1125,0.0002485,0.0002485,0.0002485
199,31091.8,0.50794,0.68055,1.06491,0.62001,0.5693,0.60136,0.47167,0.70991,1.17672,1.11196,0.000199,0.000199,0.000199
200,31232.1,0.50723,0.68193,1.07196,0.62424,0.57105,0.60447,0.4737,0.70887,1.17484,1.11092,0.0001495,0.0001495,0.0001495
