epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
127,17291.4,0.7301,1.29713,1.22062,0.71472,0.50225,0.55757,0.41362,0.77882,1.25376,1.17314,0.003763,0.003763,0.003763
128,17427.7,0.73257,1.29401,1.2225,0.71387,0.50424,0.55883,0.41401,0.77752,1.25312,1.1712,0.0037135,0.0037135,0.0037135
129,17563.5,0.73421,1.294,1.22385,0.71275,0.50479,0.55874,0.41433,0.77703,1.25053,1.1711,0.003664,0.003664,0.003664
130,17699.2,0.72418,1.28706,1.21709,0.71053,0.50497,0.5596,0.41772,0.77715,1.24741,1.17095,0.0036145,0.0036145,0.0036145
131,17833.6,0.72664,1.27875,1.21643,0.70611,0.50629,0.56025,0.41858,0.77563,1.24551,1.16905,0.003565,0.003565,0.003565
132,17970.6,0.71858,1.2654,1.21588,0.70779,0.50729,0.56077,0.42129,0.77467,1.24248,1.16813,0.0035155,0.0035155,0.0035155
133,18108.1,0.72063,1.27871,1.21819,0.70956,0.50729,0.5609,0.42142,0.77392,1.23968,1.16675,0.003466,0.003466,0.003466
134,18243.6,0.72161,1.26739,1.21587,0.70951,0.50833,0.56129,0.42225,0.77227,1.23709,1.16527,0.0034165,0.0034165,0.0034165
135,18380.2,0.71817,1.25656,1.2097,0.67882,0.51897,0.56108,0.42342,0.77131,1.23436,1.16467,0.003367,0.003367,0.003367
136,18515.9,0.7168,1.25777,1.2105,0.6774,0.51893,0.56144,0.42397,0.77011,1.23254,1.16325,0.0033175,0.0033175,0.0033175
137,18652.5,0.7159,1.26385,1.21168,0.67522,0.52049,0.56203,0.42088,0.76878,1.22944,1.16217,0.003268,0.003268,0.003268
138,18787.7,0.70253,1.2335,1.2035,0.65789,0.52739,0.55661,0.41795,0.76757,1.22715,1.16091,0.0032185,0.0032185,0.0032185
139,18921.2,0.70911,1.23333,1.20443,0.66391,0.52878,0.55694,0.41878,0.76684,1.22437,1.16025,0.003169,0.003169,0.003169
140,19058.5,0.70615,1.24248,1.20029,0.67225,0.52755,0.5599,0.42223,0.76567,1.22282,1.1597,0.0031195,0.0031195,0.0031195
141,19194.4,0.70515,1.23011,1.20481,0.6735,0.52747,0.56065,0.42314,0.76446,1.22026,1.15899,0.00307,0.00307,0.00307
142,19329.1,0.70187,1.23602,1.20289,0.67463,0.52699,0.56118,0.42296,0.76339,1.21661,1.15847,0.0030205,0.0030205,0.0030205
143,19464.1,0.70169,1.22562,1.2005,0.67571,0.52642,0.56173,0.42409,0.76302,1.21529,1.1581,0.002971,0.002971,0.002971
144,19600.5,0.69186,1.20664,1.19074,0.67428,0.52779,0.56276,0.42611,0.76204,1.21269,1.15724,0.0029215,0.0029215,0.0029215
145,19737.1,0.69211,1.20167,1.19669,0.66041,0.53643,0.56321,0.42775,0.76072,1.21066,1.15621,0.002872,0.002872,0.002872
146,19872.8,0.69538,1.20707,1.1978,0.6775,0.52909,0.56445,0.42455,0.75997,1.20937,1.15507,0.0028225,0.0028225,0.0028225
147,20007.2,0.68849,1.20083,1.19048,0.66089,0.53884,0.56588,0.42693,0.75854,1.20679,1.1535,0.002773,0.002773,0.002773
148,20143.6,0.69323,1.19852,1.19664,0.66259,0.53824,0.56661,0.42924,0.75775,1.20463,1.15274,0.0027235,0.0027235,0.0027235
149,20280,0.69027,1.18934,1.19481,0.66849,0.5383,0.56937,0.43232,0.75827,1.20273,1.15224,0.002674,0.002674,0.002674
150,20416.4,0.69082,1.18933,1.18978,0.67275,0.53864,0.56965,0.43492,0.75751,1.20009,1.1519,0.0026245,0.0026245,0.0026245
151,20552.3,0.68171,1.17947,1.18455,0.67199,0.54001,0.57036,0.43304,0.75652,1.19739,1.15113,0.002575,0.002575,0.002575
152,20688.4,0.68218,1.17535,1.18827,0.6721,0.54026,0.57105,0.43684,0.75666,1.19546,1.1514,0.0025255,0.0025255,0.0025255
153,20824.3,0.68121,1.18051,1.18906,0.67565,0.53918,0.57139,0.43749,0.75582,1.1935,1.1506,0.002476,0.002476,0.002476
154,20959.8,0.6742,1.16896,1.18589,0.68773,0.5379,0.57663,0.43921,0.75528,1.19187,1.14997,0.0024265,0.0024265,0.0024265
155,21093.5,0.67683,1.16697,1.18281,0.69436,0.53513,0.57672,0.44077,0.75373,1.19065,1.14874,0.002377,0.002377,0.002377
156,21230,0.67563,1.1624,1.18236,0.69562,0.53549,0.57735,0.44149,0.75316,1.18864,1.14773,0.0023275,0.0023275,0.0023275
157,21365.3,0.67686,1.16101,1.18184,0.69735,0.53738,0.5774,0.44173,0.75201,1.18662,1.1466,0.002278,0.002278,0.002278
158,21501.1,0.67496,1.16182,1.17764,0.69929,0.5377,0.57841,0.44223,0.75098,1.18396,1.14596,0.0022285,0.0022285,0.0022285
159,21635.1,0.66708,1.15701,1.18029,0.70293,0.53548,0.57906,0.44291,0.74993,1.18262,1.14486,0.002179,0.002179,0.002179
160,21770.2,0.66834,1.15199,1.17873,0.70408,0.53612,0.57999,0.44381,0.74948,1.1809,1.14385,0.0021295,0.0021295,0.0021295
161,21906.9,0.66482,1.13944,1.17662,0.69048,0.54284,0.58003,0.44597,0.74933,1.17954,1.1439,0.00208,0.00208,0.00208
162,22040.3,0.66397,1.13411,1.17406,0.70449,0.53891,0.58177,0.44579,0.74819,1.17785,1.14301,0.0020305,0.0020305,0.0020305
163,22173.7,0.66373,1.13532,1.17345,0.68624,0.54622,0.58141,0.44714,0.74746,1.17604,1.14243,0.001981,0.001981,0.001981
164,22311.9,0.65629,1.12748,1.17087,0.68628,0.54771,0.58225,0.44803,0.74659,1.17459,1.14175,0.0019315,0.0019315,0.0019315
165,22447.6,0.65039,1.11688,1.17073,0.68867,0.54756,0.58339,0.44932,0.74581,1.17337,1.14086,0.001882,0.001882,0.001882
166,22583.5,0.66207,1.1224,1.17443,0.71102,0.53762,0.5843,0.44879,0.74488,1.17156,1.14007,0.0018325,0.0018325,0.0018325
167,22717.2,0.64783,1.11752,1.16386,0.69692,0.54334,0.58422,0.44954,0.74368,1.16936,1.13923,0.001783,0.001783,0.001783
168,22850.9,0.64942,1.11068,1.16405,0.68256,0.53839,0.57796,0.45002,0.74306,1.1671,1.13827,0.0017335,0.0017335,0.0017335
169,22986.4,0.64569,1.10364,1.16207,0.68717,0.53598,0.57811,0.45024,0.74204,1.1646,1.13748,0.001684,0.001684,0.001684
170,23122.1,0.64571,1.10053,1.16355,0.68558,0.53682,0.57837,0.4508,0.74081,1.1617,1.136,0.0016345,0.0016345,0.0016345
171,23277,0.63945,0.99348,1.16628,0.70176,0.53102,0.57844,0.4507,0.74062,1.16272,1.13565,0.001585,0.001585,0.001585
172,23411.1,0.62337,0.93645,1.1518,0.6972,0.54532,0.58724,0.45403,0.74062,1.1625,1.13594,0.0015355,0.0015355,0.0015355
173,23545.2,0.60866,0.9033,1.14433,0.71053,0.54332,0.58903,0.45698,0.73986,1.16229,1.13545,0.001486,0.001486,0.001486
174,23681,0.6047,0.89048,1.13954,0.7118,0.54505,0.59012,0.46089,0.73901,1.16106,1.13508,0.0014365,0.0014365,0.0014365
175,23815,0.60506,0.87625,1.13134,0.70745,0.54514,0.59013,0.46121,0.73751,1.15922,1.13384,0.001387,0.001387,0.001387
176,23949.2,0.59196,0.85607,1.12864,0.70794,0.54588,0.5904,0.46149,0.73747,1.15911,1.13406,0.0013375,0.0013375,0.0013375
177,24086.3,0.58668,0.84948,1.12571,0.7011,0.55078,0.59084,0.46008,0.73634,1.15831,1.13285,0.001288,0.001288,0.001288
178,24221.6,0.5833,0.83832,1.12431,0.69696,0.55306,0.59135,0.46061,0.73465,1.15631,1.13121,0.0012385,0.0012385,0.0012385
179,24353.7,0.57898,0.82625,1.12139,0.6921,0.55553,0.59272,0.46146,0.73481,1.15503,1.13154,0.001189,0.001189,0.001189
180,24489.5,0.57322,0.82078,1.11623,0.70267,0.55357,0.5933,0.4615,0.73427,1.15412,1.13078,0.0011395,0.0011395,0.0011395
181,24622.3,0.57166,0.8153,1.11126,0.70366,0.55376,0.5935,0.46194,0.73232,1.15331,1.12895,0.00109,0.00109,0.00109
182,24757.8,0.56109,0.79829,1.10352,0.69747,0.55437,0.59064,0.4629,0.73202,1.15116,1.12904,0.0010405,0.0010405,0.0010405
183,24892.1,0.55493,0.78769,1.10051,0.73121,0.53544,0.59678,0.46759,0.72987,1.1517,1.12703,0.000991,0.000991,0.000991
