epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
88,9010.42,0.82578,1.5067,1.29602,0.64562,0.48012,0.50535,0.37276,0.8296,1.36534,1.20985,0.0056935,0.0056935,0.0056935
89,9112.84,0.81927,1.50363,1.28759,0.65736,0.47416,0.50952,0.37657,0.82794,1.36167,1.20876,0.005644,0.005644,0.005644
90,9213.34,0.82141,1.50349,1.28887,0.66448,0.47098,0.51052,0.37962,0.82698,1.35988,1.20763,0.0055945,0.0055945,0.0055945
91,9315.92,0.81358,1.48971,1.27932,0.66908,0.46912,0.51122,0.38049,0.82514,1.35738,1.20537,0.005545,0.005545,0.005545
92,9418.88,0.80728,1.48587,1.27616,0.66588,0.4704,0.51176,0.37828,0.82472,1.35466,1.20501,0.0054955,0.0054955,0.0054955
93,9519.54,0.80336,1.4736,1.27939,0.66341,0.46904,0.51212,0.37892,0.8223,1.35313,1.20319,0.005446,0.005446,0.005446
94,9621.43,0.80016,1.47899,1.27446,0.73679,0.42472,0.51251,0.37697,0.82131,1.3511,1.20177,0.0053965,0.0053965,0.0053965
95,9723.93,0.79716,1.46703,1.26953,0.74416,0.41751,0.51197,0.38067,0.8205,1.34899,1.20112,0.005347,0.005347,0.005347
96,9825.53,0.79776,1.46922,1.27235,0.74843,0.41411,0.51289,0.38085,0.81971,1.34557,1.19978,0.0052975,0.0052975,0.0052975
97,9927.35,0.79864,1.47473,1.26979,0.75452,0.4122,0.5231,0.3914,0.81921,1.3432,1.19907,0.005248,0.005248,0.005248
98,10029.2,0.79397,1.4497,1.27328,0.76016,0.41144,0.52319,0.39191,0.81852,1.34161,1.19916,0.0051985,0.0051985,0.0051985
99,10131.6,0.79942,1.47366,1.2729,0.76216,0.41162,0.52394,0.39286,0.81757,1.33946,1.19811,0.005149,0.005149,0.005149
100,10232.9,0.78756,1.45074,1.26494,0.72535,0.43069,0.52744,0.39617,0.81683,1.33687,1.19727,0.0050995,0.0050995,0.0050995
101,10335.2,0.78255,1.43762,1.26162,0.7255,0.42982,0.5279,0.39672,0.81534,1.33504,1.19603,0.00505,0.00505,0.00505
102,10437.5,0.78646,1.4404,1.26627,0.7264,0.43029,0.52863,0.39593,0.81369,1.33229,1.19487,0.0050005,0.0050005,0.0050005
103,10540.5,0.77734,1.41455,1.25717,0.72031,0.44064,0.52982,0.39667,0.81356,1.33104,1.19524,0.004951,0.004951,0.004951
104,10641.2,0.78886,1.43438,1.26461,0.72087,0.44176,0.53061,0.39784,0.81301,1.32884,1.19499,0.0049015,0.0049015,0.0049015
105,10742.8,0.77986,1.41729,1.25979,0.71945,0.47156,0.53777,0.40091,0.81167,1.32614,1.19406,0.004852,0.004852,0.004852
106,10845.6,0.78014,1.42222,1.25597,0.7209,0.47145,0.53814,0.40096,0.81029,1.32311,1.19254,0.0048025,0.0048025,0.0048025
107,10946.3,0.77359,1.41077,1.25068,0.72363,0.47161,0.53568,0.39544,0.80911,1.31955,1.19139,0.004753,0.004753,0.004753
108,11047.9,0.76836,1.40249,1.25515,0.72264,0.47211,0.53618,0.39818,0.80782,1.31644,1.18988,0.0047035,0.0047035,0.0047035
109,11149.8,0.76998,1.39649,1.25598,0.72532,0.47135,0.53686,0.39909,0.80782,1.31368,1.18934,0.004654,0.004654,0.004654
110,11252.5,0.765,1.38618,1.24859,0.7242,0.47135,0.53741,0.39877,0.80649,1.30978,1.18862,0.0046045,0.0046045,0.0046045
111,11353.4,0.77353,1.39769,1.25598,0.72472,0.46899,0.53797,0.40197,0.8041,1.30554,1.18671,0.004555,0.004555,0.004555
112,11454.6,0.76857,1.3769,1.2469,0.72304,0.46886,0.53823,0.40031,0.80392,1.30226,1.18656,0.0045055,0.0045055,0.0045055
113,11553.9,0.76046,1.37085,1.24309,0.72299,0.46944,0.53908,0.40131,0.80298,1.30122,1.18544,0.004456,0.004456,0.004456
114,11654.7,0.75273,1.36852,1.23875,0.7258,0.46719,0.53985,0.40357,0.80158,1.29783,1.18452,0.0044065,0.0044065,0.0044065
115,11756.8,0.76108,1.36133,1.24395,0.72392,0.46788,0.54439,0.40604,0.80077,1.2955,1.18384,0.004357,0.004357,0.004357
116,11860,0.75607,1.35737,1.2374,0.72522,0.46858,0.5444,0.41399,0.80013,1.2935,1.18306,0.0043075,0.0043075,0.0043075
117,11963.4,0.7573,1.35637,1.24298,0.72848,0.4681,0.54492,0.414,0.79981,1.29083,1.18267,0.004258,0.004258,0.004258
118,12063.9,0.74664,1.34768,1.23802,0.73417,0.46629,0.54535,0.41442,0.79937,1.28869,1.18186,0.0042085,0.0042085,0.0042085
119,12165.3,0.75263,1.33642,1.2418,0.73818,0.4657,0.54586,0.41689,0.79789,1.2868,1.18124,0.004159,0.004159,0.004159
120,12267.5,0.74743,1.34167,1.23209,0.73859,0.46573,0.54653,0.41759,0.79669,1.28477,1.18012,0.0041095,0.0041095,0.0041095
121,12369.5,0.74986,1.33931,1.23492,0.7419,0.46443,0.5471,0.41844,0.79562,1.28257,1.17866,0.00406,0.00406,0.00406
122,12470.8,0.74636,1.34272,1.23322,0.74257,0.46461,0.54721,0.41838,0.79434,1.27992,1.17756,0.0040105,0.0040105,0.0040105
123,12573,0.7352,1.31499,1.22228,0.58661,0.5474,0.54797,0.41901,0.79325,1.27796,1.1767,0.003961,0.003961,0.003961
124,12675.8,0.74652,1.3292,1.23483,0.59004,0.54621,0.54377,0.41389,0.7916,1.27628,1.1747,0.0039115,0.0039115,0.0039115
125,12776.3,0.73904,1.3088,1.22942,0.59475,0.54428,0.54369,0.41427,0.79047,1.27392,1.17353,0.003862,0.003862,0.003862
126,12878.3,0.73018,1.30433,1.22411,0.61957,0.5499,0.54423,0.41578,0.78862,1.27231,1.17255,0.0038125,0.0038125,0.0038125
127,12981.4,0.7303,1.29953,1.22273,0.62754,0.54741,0.54547,0.41658,0.7873,1.27015,1.17115,0.003763,0.003763,0.003763
128,13083.2,0.7284,1.29545,1.21973,0.63782,0.54393,0.54575,0.41974,0.78712,1.26867,1.171,0.0037135,0.0037135,0.0037135
129,13184.3,0.73315,1.29661,1.22305,0.6466,0.5416,0.54622,0.42037,0.7867,1.26669,1.17067,0.003664,0.003664,0.003664
130,13287.4,0.72614,1.29586,1.21778,0.65,0.54043,0.54634,0.42083,0.78546,1.26316,1.16977,0.0036145,0.0036145,0.0036145
131,13391.1,0.72454,1.28065,1.21686,0.64738,0.53857,0.54623,0.42221,0.7842,1.26162,1.1688,0.003565,0.003565,0.003565
132,13492.3,0.71746,1.26815,1.21426,0.64895,0.53685,0.5468,0.42261,0.78363,1.26032,1.16827,0.0035155,0.0035155,0.0035155
