epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
92,16493.3,0.8085,1.48204,1.27925,0.68989,0.45386,0.51501,0.37771,0.81765,1.3466,1.20723,0.0054955,0.0054955,0.0054955
93,16595.6,0.80677,1.47133,1.28193,0.68875,0.45654,0.51854,0.37717,0.81823,1.34333,1.20764,0.005446,0.005446,0.005446
94,16697.4,0.80584,1.48002,1.27829,0.56551,0.56093,0.51996,0.38011,0.81777,1.3402,1.20691,0.0053965,0.0053965,0.0053965
95,16798.2,0.80339,1.46949,1.27219,0.5705,0.56469,0.52155,0.38557,0.81612,1.33816,1.20583,0.005347,0.005347,0.005347
96,16901.3,0.80269,1.4664,1.27461,0.57097,0.55873,0.52225,0.38638,0.8146,1.33569,1.20337,0.0052975,0.0052975,0.0052975
97,17002.6,0.80042,1.48101,1.274,0.57318,0.53431,0.52236,0.38743,0.81198,1.33431,1.20036,0.005248,0.005248,0.005248
98,17104.1,0.79629,1.45316,1.27337,0.5765,0.53281,0.52183,0.38745,0.81123,1.33254,1.19932,0.0051985,0.0051985,0.0051985
99,17206.2,0.79974,1.47598,1.274,0.58283,0.52427,0.52147,0.38812,0.80948,1.33049,1.19803,0.005149,0.005149,0.005149
100,17308,0.79205,1.45819,1.27044,0.58801,0.5124,0.52231,0.38951,0.80806,1.32815,1.19621,0.0050995,0.0050995,0.0050995
101,17409.3,0.78423,1.44639,1.26445,0.59748,0.50802,0.52246,0.38986,0.80583,1.32868,1.19447,0.00505,0.00505,0.00505
102,17510.4,0.78782,1.43383,1.26815,0.60649,0.50593,0.52403,0.3908,0.80508,1.32711,1.19449,0.0050005,0.0050005,0.0050005
103,17613.6,0.77758,1.4126,1.25816,0.60989,0.50411,0.52483,0.38841,0.80353,1.32659,1.19242,0.004951,0.004951,0.004951
104,17714.9,0.78377,1.42665,1.26154,0.61929,0.50196,0.5257,0.3892,0.80242,1.32409,1.19104,0.0049015,0.0049015,0.0049015
105,17815.9,0.78246,1.41586,1.26066,0.62535,0.49816,0.5259,0.3899,0.80122,1.32287,1.18996,0.004852,0.004852,0.004852
106,17917.8,0.78808,1.4279,1.26108,0.62197,0.49987,0.526,0.38954,0.80004,1.32107,1.18877,0.0048025,0.0048025,0.0048025
107,18019.5,0.7752,1.40703,1.2554,0.62544,0.49887,0.52669,0.39061,0.79905,1.31824,1.18809,0.004753,0.004753,0.004753
108,18122,0.77402,1.3965,1.25802,0.62968,0.49609,0.52714,0.39197,0.79783,1.31564,1.18703,0.0047035,0.0047035,0.0047035
109,18223.9,0.77295,1.39637,1.25857,0.63176,0.49248,0.52641,0.39221,0.79641,1.31295,1.18524,0.004654,0.004654,0.004654
110,18326.7,0.7672,1.39035,1.25075,0.63511,0.49092,0.52668,0.39165,0.79515,1.31121,1.18427,0.0046045,0.0046045,0.0046045
111,18428.5,0.77737,1.40549,1.25899,0.63779,0.48797,0.52633,0.39206,0.7941,1.30834,1.18351,0.004555,0.004555,0.004555
112,18530.7,0.77109,1.3756,1.24931,0.64238,0.48722,0.52556,0.39177,0.79372,1.30533,1.18328,0.0045055,0.0045055,0.0045055
113,18632.8,0.76244,1.36692,1.24485,0.65177,0.48497,0.5272,0.39407,0.79315,1.305,1.18301,0.004456,0.004456,0.004456
